emp_no,first_name,last_name,gender,hire_date,dept_name,title,salary,tenure_years,tenure_segment
15045,Marco,Luby,M,1986-05-14,Development,"Senior Engineer",83348,16.22,"Veteran (15+ yrs)"
16234,Jacopo,Basart,F,1986-05-14,"Customer Service","Senior Staff",75746,16.22,"Veteran (15+ yrs)"
17108,Jaques,Denny,M,1986-05-14,Development,"Senior Engineer",67208,16.22,"Veteran (15+ yrs)"
17780,Oldrich,Delgrange,M,1986-05-11,Production,"Senior Engineer",71731,16.22,"Veteran (15+ yrs)"
17928,Petter,Siprelle,M,1986-05-12,Research,Staff,59059,16.22,"Veteran (15+ yrs)"
10369,Qunsheng,Toyoshima,M,1986-05-17,Sales,Staff,54438,16.21,"Veteran (15+ yrs)"
10532,Mary,Wossner,F,1986-05-18,Sales,"Senior Staff",122653,16.21,"Veteran (15+ yrs)"
11808,Morrie,Rosiles,F,1986-05-17,Development,"Senior Engineer",89273,16.21,"Veteran (15+ yrs)"
12306,Suvo,Menyhert,F,1986-05-18,Sales,"Senior Staff",119562,16.21,"Veteran (15+ yrs)"
15090,Collette,Copas,M,1986-05-18,Development,"Senior Engineer",85326,16.21,"Veteran (15+ yrs)"
16826,Morris,Rosis,M,1986-05-17,Research,"Senior Staff",81722,16.21,"Veteran (15+ yrs)"
12560,Leszek,Makinen,F,1986-05-19,Sales,"Senior Staff",70769,16.2,"Veteran (15+ yrs)"
12933,Youjian,Kranzdorf,F,1986-05-19,Research,"Senior Staff",74362,16.2,"Veteran (15+ yrs)"
13041,Kazuhide,Zucker,F,1986-05-21,Marketing,Staff,79201,16.2,"Veteran (15+ yrs)"
13535,Arunas,Schlenzig,F,1986-05-19,Production,"Senior Engineer",72349,16.2,"Veteran (15+ yrs)"
14010,Sushant,Preusig,F,1986-05-21,"Human Resources","Senior Staff",63786,16.2,"Veteran (15+ yrs)"
15167,Mani,Beznosov,M,1986-05-21,Research,Staff,54305,16.2,"Veteran (15+ yrs)"
16274,Sadun,Navazio,M,1986-05-19,Finance,"Senior Staff",99341,16.2,"Veteran (15+ yrs)"
10271,Sham,Eastman,M,1986-05-23,Development,"Senior Engineer",91010,16.19,"Veteran (15+ yrs)"
12112,Satyanarayana,Avouris,M,1986-05-24,Finance,"Senior Staff",95117,16.19,"Veteran (15+ yrs)"
12154,Aksel,Snedden,M,1986-05-24,Production,"Technique Leader",81100,16.19,"Veteran (15+ yrs)"
12650,Odoardo,Demke,M,1986-05-22,Development,"Senior Engineer",75628,16.19,"Veteran (15+ yrs)"
14512,Oldrich,Lupu,M,1986-05-23,Production,"Senior Engineer",90942,16.19,"Veteran (15+ yrs)"
15005,Kiam,Sadowsky,M,1986-05-23,Production,"Senior Engineer",82147,16.19,"Veteran (15+ yrs)"
15225,Susanna,Manderick,M,1986-05-25,"Human Resources","Senior Staff",50980,16.19,"Veteran (15+ yrs)"
15864,Zorica,Bratsberg,F,1986-05-24,"Quality Management",Engineer,45995,16.19,"Veteran (15+ yrs)"
16908,Eben,Iisaku,M,1986-05-22,Sales,"Senior Staff",133658,16.19,"Veteran (15+ yrs)"
17707,Shalesh,Narahara,F,1986-05-24,Production,"Senior Engineer",53084,16.19,"Veteran (15+ yrs)"
18241,Lillian,Schnabel,F,1986-05-23,Development,Engineer,66157,16.19,"Veteran (15+ yrs)"
10297,Narain,Oaver,F,1986-05-28,Production,"Senior Engineer",100018,16.18,"Veteran (15+ yrs)"
15250,Abdelghani,Fraisse,M,1986-05-27,Production,"Senior Engineer",77593,16.18,"Veteran (15+ yrs)"
16910,Kazunori,Botman,M,1986-05-29,Research,"Senior Engineer",85103,16.18,"Veteran (15+ yrs)"
16993,Hongzue,Dahlbom,M,1986-05-29,Sales,"Senior Staff",92208,16.18,"Veteran (15+ yrs)"
17026,Sham,Hockney,M,1986-05-29,Sales,"Senior Staff",105007,16.18,"Veteran (15+ yrs)"
17232,Lihong,Baaz,M,1986-05-28,"Customer Service","Senior Staff",95169,16.18,"Veteran (15+ yrs)"
17849,Mandell,Varker,F,1986-05-28,"Human Resources","Senior Staff",77245,16.18,"Veteran (15+ yrs)"
13982,Marsja,Vieri,M,1986-05-31,Marketing,"Senior Staff",78128,16.17,"Veteran (15+ yrs)"
14313,Armond,Muntz,M,1986-06-01,Research,Staff,41547,16.17,"Veteran (15+ yrs)"
15058,Bouchung,Bugrara,M,1986-05-31,Finance,"Senior Staff",93703,16.17,"Veteran (15+ yrs)"
16159,Koichi,Bala,F,1986-05-30,Development,"Senior Engineer",72397,16.17,"Veteran (15+ yrs)"
16380,Zhilian,Chleq,M,1986-06-01,"Customer Service","Senior Staff",81466,16.17,"Veteran (15+ yrs)"
17267,Henk,Gihr,M,1986-05-30,"Customer Service",Staff,51554,16.17,"Veteran (15+ yrs)"
10282,Hercules,Benzmuller,M,1986-06-04,Production,Engineer,47506,16.16,"Veteran (15+ yrs)"
12501,Morrie,Matheson,F,1986-06-05,Finance,"Senior Staff",103165,16.16,"Veteran (15+ yrs)"
13016,Fuqing,Figueira,F,1986-06-02,Production,"Senior Engineer",54901,16.16,"Veteran (15+ yrs)"
13232,Mitchel,Fujisaki,F,1986-06-02,Development,"Technique Leader",59647,16.16,"Veteran (15+ yrs)"
13853,Mingsen,Roohalamini,M,1986-06-02,Research,"Senior Staff",75550,16.16,"Veteran (15+ yrs)"
14537,Babette,Engelmann,F,1986-06-02,"Quality Management","Senior Engineer",74613,16.16,"Veteran (15+ yrs)"
16794,Trygve,Chleq,F,1986-06-05,Research,"Senior Staff",48046,16.16,"Veteran (15+ yrs)"
17477,Rosine,Marquardt,M,1986-06-05,Development,Engineer,56802,16.16,"Veteran (15+ yrs)"
17512,Frederique,Hofmeyr,F,1986-06-05,Production,Engineer,42821,16.16,"Veteran (15+ yrs)"
17686,Changho,Dehkordi,M,1986-06-03,"Human Resources","Senior Staff",78849,16.16,"Veteran (15+ yrs)"
10222,Tze,Nourani,M,1986-06-08,Production,Engineer,71058,16.15,"Veteran (15+ yrs)"
10877,Subir,Biron,M,1986-06-06,Marketing,"Senior Staff",80508,16.15,"Veteran (15+ yrs)"
12207,Radoslaw,Menyhert,M,1986-06-08,"Customer Service","Senior Staff",66955,16.15,"Veteran (15+ yrs)"
14706,Hatem,Guting,M,1986-06-07,Sales,"Senior Staff",73806,16.15,"Veteran (15+ yrs)"
14799,Mrinalini,Ponthieu,M,1986-06-07,Development,"Technique Leader",66854,16.15,"Veteran (15+ yrs)"
15105,Sudhanshu,Itzigehl,M,1986-06-09,Marketing,"Senior Staff",103858,16.15,"Veteran (15+ yrs)"
15580,Stepehn,Kusalik,F,1986-06-07,Marketing,"Senior Staff",81986,16.15,"Veteran (15+ yrs)"
18130,Claudi,Cairo,M,1986-06-06,Research,"Senior Staff",59107,16.15,"Veteran (15+ yrs)"
11180,Mitsuyuki,Bojadziev,F,1986-06-11,Development,"Senior Engineer",70695,16.14,"Veteran (15+ yrs)"
13278,Chenxi,Denos,F,1986-06-11,Development,"Senior Engineer",71158,16.14,"Veteran (15+ yrs)"
13385,Claudi,Buchter,M,1986-06-10,"Human Resources","Senior Staff",66298,16.14,"Veteran (15+ yrs)"
15017,Xiaobin,Thorelli,M,1986-06-12,Production,"Senior Engineer",74761,16.14,"Veteran (15+ yrs)"
15238,Arunas,Vandervoorde,M,1986-06-12,Finance,"Senior Staff",116608,16.14,"Veteran (15+ yrs)"
15911,Shaibal,Viele,M,1986-06-10,"Customer Service","Senior Engineer",71991,16.14,"Veteran (15+ yrs)"
12225,Yongqiao,Narahara,F,1986-06-15,Sales,Staff,66375,16.13,"Veteran (15+ yrs)"
12723,Arvin,Baez,M,1986-06-14,Production,"Senior Engineer",84977,16.13,"Veteran (15+ yrs)"
14237,Abdulla,Gerlach,F,1986-06-13,"Customer Service","Senior Engineer",97969,16.13,"Veteran (15+ yrs)"
14479,Thodoros,Suessmith,M,1986-06-14,Marketing,"Senior Staff",84546,16.13,"Veteran (15+ yrs)"
14898,Gurbir,Jakobus,M,1986-06-16,Sales,"Senior Staff",74418,16.13,"Veteran (15+ yrs)"
15104,Badri,Rodite,M,1986-06-13,"Quality Management","Technique Leader",41526,16.13,"Veteran (15+ yrs)"
15769,Pranay,Oskamp,M,1986-06-16,Marketing,Staff,66866,16.13,"Veteran (15+ yrs)"
15834,Changho,Simkin,M,1986-06-14,"Human Resources","Senior Staff",80843,16.13,"Veteran (15+ yrs)"
18043,Yuqun,Harnett,M,1986-06-16,Development,"Senior Engineer",80787,16.13,"Veteran (15+ yrs)"
10225,Kellie,Chinen,F,1986-06-19,"Customer Service",Staff,49969,16.12,"Veteran (15+ yrs)"
13947,Gal,Nishimukai,M,1986-06-18,Sales,"Senior Staff",90365,16.12,"Veteran (15+ yrs)"
15570,Mohua,Pargaonkar,M,1986-06-18,Development,"Senior Engineer",80482,16.12,"Veteran (15+ yrs)"
10190,Arve,Fairtlough,F,1986-06-23,Production,"Senior Engineer",65625,16.11,"Veteran (15+ yrs)"
10582,Shmuel,Juneja,M,1986-06-22,Development,"Assistant Engineer",48617,16.11,"Veteran (15+ yrs)"
12120,Eckart,Schrift,M,1986-06-20,Finance,"Senior Staff",99814,16.11,"Veteran (15+ yrs)"
12971,Tetsurou,Gladwell,F,1986-06-21,Development,"Senior Engineer",91994,16.11,"Veteran (15+ yrs)"
14016,Shimshon,Alencar,M,1986-06-23,Production,"Senior Engineer",84791,16.11,"Veteran (15+ yrs)"
14843,Yaghout,Swick,M,1986-06-23,Production,"Technique Leader",66962,16.11,"Veteran (15+ yrs)"
15172,Rafols,Pagter,F,1986-06-20,Development,"Senior Engineer",65893,16.11,"Veteran (15+ yrs)"
15791,Conal,Wendorf,M,1986-06-21,"Customer Service","Senior Engineer",102694,16.11,"Veteran (15+ yrs)"
16580,Masaru,Valiente,F,1986-06-20,"Quality Management","Senior Engineer",75955,16.11,"Veteran (15+ yrs)"
17329,Shaunak,Tyugu,M,1986-06-23,Research,"Senior Engineer",68719,16.11,"Veteran (15+ yrs)"
18110,Tetsurou,Assaf,F,1986-06-21,Production,Engineer,46616,16.11,"Veteran (15+ yrs)"
18242,Shichao,Demian,F,1986-06-21,Production,"Senior Engineer",80379,16.11,"Veteran (15+ yrs)"
10001,Georgi,Facello,M,1986-06-26,Development,"Senior Engineer",88958,16.1,"Veteran (15+ yrs)"
11993,Marit,Dalphin,M,1986-06-25,"Human Resources","Senior Staff",74702,16.1,"Veteran (15+ yrs)"
12067,Doowon,Kalsbeek,M,1986-06-24,"Customer Service","Senior Staff",104740,16.1,"Veteran (15+ yrs)"
15130,Mohua,Puppo,M,1986-06-24,Sales,"Senior Staff",101464,16.1,"Veteran (15+ yrs)"
15714,Troy,Bala,F,1986-06-24,Production,Engineer,52142,16.1,"Veteran (15+ yrs)"
16029,Zhilian,Schicker,F,1986-06-24,"Customer Service","Senior Engineer",74040,16.1,"Veteran (15+ yrs)"
12124,Jingling,Schaaf,M,1986-06-29,Research,"Senior Staff",83350,16.09,"Veteran (15+ yrs)"
14320,Sreenivas,Schaar,M,1986-06-30,Production,"Senior Engineer",77932,16.09,"Veteran (15+ yrs)"
15141,Takahito,Restivo,M,1986-06-30,Production,"Senior Staff",77849,16.09,"Veteran (15+ yrs)"
15725,Shuichi,Petersohn,M,1986-06-28,Sales,"Senior Staff",76064,16.09,"Veteran (15+ yrs)"
17957,Pranav,Harllee,M,1986-06-28,"Quality Management","Senior Engineer",65307,16.09,"Veteran (15+ yrs)"
18166,Yucai,Murthy,M,1986-06-30,Sales,"Senior Staff",86204,16.09,"Veteran (15+ yrs)"
10778,Selwyn,Merey,M,1986-07-04,Marketing,"Senior Staff",101432,16.08,"Veteran (15+ yrs)"
11506,Rance,Picel,F,1986-07-01,Sales,Staff,101948,16.08,"Veteran (15+ yrs)"
12085,Hugh,Rouquie,F,1986-07-03,"Customer Service","Senior Staff",74731,16.08,"Veteran (15+ yrs)"
12374,Ult,Berstel,M,1986-07-01,Marketing,"Senior Staff",93223,16.08,"Veteran (15+ yrs)"
12461,Tesuro,Silva,F,1986-07-04,Development,"Senior Engineer",74465,16.08,"Veteran (15+ yrs)"
12638,Yuqun,Seiwald,F,1986-07-01,Development,Engineer,62923,16.08,"Veteran (15+ yrs)"
13868,Lidong,Rosin,F,1986-07-04,Production,"Senior Engineer",74777,16.08,"Veteran (15+ yrs)"
14795,Dung,Merkl,F,1986-07-04,"Customer Service","Technique Leader",46942,16.08,"Veteran (15+ yrs)"
14836,Chiradeep,Paludetto,F,1986-07-03,Marketing,"Senior Staff",68597,16.08,"Veteran (15+ yrs)"
15232,Jordanka,Scharstein,M,1986-07-01,"Quality Management","Senior Engineer",77085,16.08,"Veteran (15+ yrs)"
17058,Khue,Conry,M,1986-07-04,Development,Engineer,75594,16.08,"Veteran (15+ yrs)"
11537,DAIDA,Pehl,M,1986-07-06,Sales,"Senior Staff",126237,16.07,"Veteran (15+ yrs)"
13529,Toshimori,Matzen,M,1986-07-06,Sales,"Senior Staff",96351,16.07,"Veteran (15+ yrs)"
14518,Patricia,Peir,M,1986-07-06,Production,Engineer,74327,16.07,"Veteran (15+ yrs)"
15229,Xiahua,Acton,M,1986-07-07,Development,"Senior Engineer",60569,16.07,"Veteran (15+ yrs)"
15364,Sakthirel,Quittner,F,1986-07-07,Sales,"Senior Staff",62582,16.07,"Veteran (15+ yrs)"
16671,Kish,Orlowska,M,1986-07-08,Sales,Staff,103877,16.07,"Veteran (15+ yrs)"
17380,Giao,Lamma,M,1986-07-05,"Customer Service",Engineer,47352,16.07,"Veteran (15+ yrs)"
12029,Jaana,Nourani,F,1986-07-10,Production,"Senior Engineer",76182,16.06,"Veteran (15+ yrs)"
12697,Uri,Brizzi,M,1986-07-11,"Human Resources","Senior Staff",65830,16.06,"Veteran (15+ yrs)"
14728,Serap,Cichocki,M,1986-07-09,Finance,"Senior Staff",106102,16.06,"Veteran (15+ yrs)"
16003,Pranay,Isard,F,1986-07-09,Development,"Senior Engineer",74746,16.06,"Veteran (15+ yrs)"
17094,Nagui,Lorcy,F,1986-07-11,Research,"Senior Engineer",72678,16.06,"Veteran (15+ yrs)"
17962,Fun,Heping,F,1986-07-10,Development,"Senior Engineer",71666,16.06,"Veteran (15+ yrs)"
10095,Hilari,Morton,M,1986-07-15,Sales,"Senior Staff",80955,16.05,"Veteran (15+ yrs)"
11226,Margareta,Akiyama,F,1986-07-13,Sales,"Senior Staff",95170,16.05,"Veteran (15+ yrs)"
12145,Xiong,Peir,M,1986-07-14,"Customer Service",Staff,43538,16.05,"Veteran (15+ yrs)"
13257,Francoise,Poehlman,F,1986-07-12,Finance,"Senior Staff",92519,16.05,"Veteran (15+ yrs)"
13601,Lillian,Feldhoffer,F,1986-07-15,Production,"Senior Engineer",103596,16.05,"Veteran (15+ yrs)"
13615,Sugwoo,Marrevee,M,1986-07-14,Marketing,"Senior Staff",87741,16.05,"Veteran (15+ yrs)"
14486,Indrajit,Birdsall,M,1986-07-13,Production,"Senior Engineer",54275,16.05,"Veteran (15+ yrs)"
14781,Huican,Rissland,F,1986-07-13,Production,"Senior Engineer",85141,16.05,"Veteran (15+ yrs)"
16033,Wayne,Spelt,F,1986-07-14,Finance,"Senior Staff",74258,16.05,"Veteran (15+ yrs)"
16657,Yongdong,Heyers,M,1986-07-12,Production,"Senior Engineer",95126,16.05,"Veteran (15+ yrs)"
17472,Murthy,Verhoeff,M,1986-07-15,Marketing,"Senior Staff",68063,16.05,"Veteran (15+ yrs)"
17763,Tesuya,Fadgyas,F,1986-07-12,"Human Resources","Senior Staff",75019,16.05,"Veteran (15+ yrs)"
13068,Aksel,Magalhaes,F,1986-07-18,Development,"Senior Engineer",85590,16.04,"Veteran (15+ yrs)"
15077,Toshiki,Taubenfeld,F,1986-07-19,Production,"Senior Engineer",59609,16.04,"Veteran (15+ yrs)"
15202,Pranay,Irland,M,1986-07-19,Production,Engineer,75210,16.04,"Veteran (15+ yrs)"
15470,Weiwu,Huhdanpaa,M,1986-07-16,Production,Engineer,52995,16.04,"Veteran (15+ yrs)"
16059,Munehiro,Rosch,M,1986-07-19,Production,"Senior Engineer",69190,16.04,"Veteran (15+ yrs)"
16758,Zongyan,Vilarrasa,M,1986-07-17,Development,"Senior Engineer",78392,16.04,"Veteran (15+ yrs)"
17614,Aron,Peng,M,1986-07-16,Production,Engineer,48726,16.04,"Veteran (15+ yrs)"
12572,Sungwon,McConalogue,M,1986-07-20,Development,Engineer,64853,16.03,"Veteran (15+ yrs)"
16286,Gritta,Stille,F,1986-07-21,Sales,"Senior Staff",92156,16.03,"Veteran (15+ yrs)"
16391,Hidekazu,Syrzycki,M,1986-07-21,Development,"Senior Engineer",80950,16.03,"Veteran (15+ yrs)"
17296,Lokesh,Molenaar,M,1986-07-21,Development,"Senior Engineer",74373,16.03,"Veteran (15+ yrs)"
10847,Theirry,Danley,M,1986-07-25,Research,"Senior Staff",67036,16.02,"Veteran (15+ yrs)"
12654,Zhaofang,Tagansky,F,1986-07-24,Development,"Senior Engineer",65010,16.02,"Veteran (15+ yrs)"
12695,Lubomir,Crelier,M,1986-07-23,Production,"Senior Engineer",66671,16.02,"Veteran (15+ yrs)"
13501,Caolyn,Peek,F,1986-07-26,Sales,"Senior Staff",102337,16.02,"Veteran (15+ yrs)"
14314,Baziley,Fujisaki,F,1986-07-24,Marketing,"Senior Staff",90669,16.02,"Veteran (15+ yrs)"
15706,Gad,Koshiba,M,1986-07-25,Finance,Staff,54130,16.02,"Veteran (15+ yrs)"
16376,Mamdouh,Smailagic,F,1986-07-25,"Quality Management","Senior Engineer",46666,16.02,"Veteran (15+ yrs)"
17280,Xuejia,Merle,F,1986-07-25,Production,"Senior Engineer",85624,16.02,"Veteran (15+ yrs)"
17470,Genevieve,Lichtner,M,1986-07-23,Production,"Senior Engineer",101205,16.02,"Veteran (15+ yrs)"
18213,Mabhin,Larfeldt,M,1986-07-23,Research,"Senior Staff",70732,16.02,"Veteran (15+ yrs)"
10921,Mara,Bahi,F,1986-07-27,Production,"Senior Engineer",99406,16.01,"Veteran (15+ yrs)"
10965,Eckart,Braunschweig,M,1986-07-29,Sales,"Senior Staff",95372,16.01,"Veteran (15+ yrs)"
11005,Byong,Douceur,F,1986-07-27,Development,"Technique Leader",72751,16.01,"Veteran (15+ yrs)"
12578,Tamiya,Perin,M,1986-07-28,"Customer Service","Senior Staff",69946,16.01,"Veteran (15+ yrs)"
12661,Berry,Lung,M,1986-07-27,Development,"Senior Engineer",55047,16.01,"Veteran (15+ yrs)"
13371,Nakhoon,Riexinger,F,1986-07-29,Production,"Senior Engineer",56548,16.01,"Veteran (15+ yrs)"
16194,Mikhail,Yeung,F,1986-07-28,Sales,"Senior Staff",62459,16.01,"Veteran (15+ yrs)"
16251,Shih,Stranks,M,1986-07-30,Development,"Senior Engineer",79163,16.01,"Veteran (15+ yrs)"
16763,Yishai,Baja,M,1986-07-27,Sales,"Senior Staff",73883,16.01,"Veteran (15+ yrs)"
11137,Hugh,Luca,M,1986-07-31,Development,Engineer,58587,16.0,"Veteran (15+ yrs)"
12056,Nirmal,Genther,M,1986-07-31,Research,"Senior Engineer",69850,16.0,"Veteran (15+ yrs)"
13825,Arlette,Pell,M,1986-08-02,Production,"Technique Leader",92544,16.0,"Veteran (15+ yrs)"
14829,Bojan,Wilharm,M,1986-08-01,"Customer Service","Senior Staff",92611,16.0,"Veteran (15+ yrs)"
15196,Souichi,Duclos,M,1986-07-31,Development,"Senior Engineer",74114,16.0,"Veteran (15+ yrs)"
15292,Miyeon,Lammel,M,1986-07-31,Sales,"Senior Staff",121143,16.0,"Veteran (15+ yrs)"
16361,Kazuyasu,Chappelet,F,1986-08-01,Development,"Senior Staff",68938,16.0,"Veteran (15+ yrs)"
17418,Hsiangchu,Biros,M,1986-08-02,Development,"Assistant Engineer",69401,16.0,"Veteran (15+ yrs)"
10257,Aiman,Riexinger,M,1986-08-05,Production,"Technique Leader",52114,15.99,"Veteran (15+ yrs)"
10642,Hirochika,Narlikar,M,1986-08-06,Development,Engineer,49154,15.99,"Veteran (15+ yrs)"
12970,Sadun,Bellmore,F,1986-08-06,Development,"Technique Leader",56541,15.99,"Veteran (15+ yrs)"
14299,Manu,Kitsuregawa,M,1986-08-05,Marketing,"Senior Staff",106169,15.99,"Veteran (15+ yrs)"
16954,Akhilish,Apsitis,M,1986-08-06,Marketing,"Senior Staff",81373,15.99,"Veteran (15+ yrs)"
17054,Heejo,Vanwelkenhuysen,M,1986-08-03,"Human Resources","Senior Staff",68861,15.99,"Veteran (15+ yrs)"
11328,Xiong,Ferriere,M,1986-08-08,Sales,"Senior Staff",97520,15.98,"Veteran (15+ yrs)"
12705,Dung,Driscoll,F,1986-08-07,Sales,"Senior Staff",75258,15.98,"Veteran (15+ yrs)"
13194,Aleksandar,Oberman,M,1986-08-09,Development,Engineer,46894,15.98,"Veteran (15+ yrs)"
13464,Chanjung,Jeansoulin,F,1986-08-07,Development,"Senior Engineer",62156,15.98,"Veteran (15+ yrs)"
13906,Serif,Dalton,M,1986-08-10,"Quality Management","Senior Engineer",56963,15.98,"Veteran (15+ yrs)"
16318,Naftaly,Hiroyama,M,1986-08-10,"Human Resources",Staff,46563,15.98,"Veteran (15+ yrs)"
17492,Heon,Rodite,M,1986-08-08,Research,"Senior Engineer",111186,15.98,"Veteran (15+ yrs)"
17545,Marjo,Mitchem,M,1986-08-08,Sales,"Senior Staff",81741,15.98,"Veteran (15+ yrs)"
10089,Sudharsan,Flasterstein,F,1986-08-12,Sales,"Senior Staff",77955,15.97,"Veteran (15+ yrs)"
12223,Niteen,Koyama,F,1986-08-13,Production,"Senior Engineer",84309,15.97,"Veteran (15+ yrs)"
13219,Wojceich,Constantine,M,1986-08-12,Production,"Technique Leader",69916,15.97,"Veteran (15+ yrs)"
13511,Qiwen,Pocchiola,M,1986-08-12,Research,"Senior Staff",88114,15.97,"Veteran (15+ yrs)"
14701,Kwee,Nittel,M,1986-08-12,"Customer Service","Senior Engineer",76906,15.97,"Veteran (15+ yrs)"
15365,Mikhail,Schiettecatte,M,1986-08-11,Development,"Senior Engineer",72840,15.97,"Veteran (15+ yrs)"
16190,Constantine,Fandrianto,M,1986-08-13,Development,"Technique Leader",98033,15.97,"Veteran (15+ yrs)"
17992,Zhonghua,Winter,F,1986-08-13,Sales,"Senior Staff",87742,15.97,"Veteran (15+ yrs)"
12271,Sugwoo,Krychniak,M,1986-08-15,"Human Resources",Staff,43048,15.96,"Veteran (15+ yrs)"
12411,Shao,Ibel,M,1986-08-17,Sales,"Senior Staff",126461,15.96,"Veteran (15+ yrs)"
13075,Rosella,Morrin,M,1986-08-17,Marketing,"Senior Staff",69701,15.96,"Veteran (15+ yrs)"
14762,Kayoko,Bolotov,M,1986-08-15,"Customer Service","Senior Staff",72893,15.96,"Veteran (15+ yrs)"
15134,Arun,Luiz,F,1986-08-16,Sales,"Senior Staff",79964,15.96,"Veteran (15+ yrs)"
15298,Jungsoon,Azevdeo,M,1986-08-16,Development,"Senior Engineer",78202,15.96,"Veteran (15+ yrs)"
17029,Nobuyoshi,Bardell,M,1986-08-17,Production,"Senior Engineer",73640,15.96,"Veteran (15+ yrs)"
10147,Kazuhito,Encarnacion,M,1986-08-21,Finance,"Senior Staff",73690,15.95,"Veteran (15+ yrs)"
11073,Yuriy,Clemencon,M,1986-08-18,Development,"Senior Engineer",95670,15.95,"Veteran (15+ yrs)"
12464,Shai,Milicic,F,1986-08-18,Sales,Staff,60308,15.95,"Veteran (15+ yrs)"
13766,Tremaine,Heemskerk,M,1986-08-18,"Customer Service","Senior Staff",65504,15.95,"Veteran (15+ yrs)"
15259,Kauko,Schaft,M,1986-08-20,Production,"Senior Engineer",68686,15.95,"Veteran (15+ yrs)"
15269,Eric,Reghbati,F,1986-08-21,Production,"Senior Engineer",94562,15.95,"Veteran (15+ yrs)"
16493,Rafols,Cooley,M,1986-08-20,"Customer Service","Senior Staff",79877,15.95,"Veteran (15+ yrs)"
16551,Sadegh,Ranon,M,1986-08-21,Research,"Senior Engineer",117490,15.95,"Veteran (15+ yrs)"
16890,Nathan,Terkki,F,1986-08-21,Research,"Senior Staff",103149,15.95,"Veteran (15+ yrs)"
10110,Xuejia,Ullian,F,1986-08-22,"Human Resources","Senior Staff",92842,15.94,"Veteran (15+ yrs)"
11398,Oscar,Peir,M,1986-08-23,Finance,"Senior Staff",57125,15.94,"Veteran (15+ yrs)"
12782,Weidon,Pietracaprina,M,1986-08-23,"Human Resources","Senior Staff",71460,15.94,"Veteran (15+ yrs)"
13264,Oguz,Hofting,M,1986-08-23,Sales,"Senior Staff",77504,15.94,"Veteran (15+ yrs)"
13451,Gretta,Weiland,M,1986-08-23,"Human Resources","Senior Staff",70006,15.94,"Veteran (15+ yrs)"
13485,Isamu,Perly,F,1986-08-22,Development,Engineer,56750,15.94,"Veteran (15+ yrs)"
13576,Jungsoon,Engberts,F,1986-08-22,Development,"Senior Staff",90026,15.94,"Veteran (15+ yrs)"
13621,Fei,Haddadi,M,1986-08-24,Development,Engineer,102458,15.94,"Veteran (15+ yrs)"
14133,Gou,Demri,M,1986-08-24,Development,Engineer,64775,15.94,"Veteran (15+ yrs)"
14184,Nalini,Barvinok,M,1986-08-24,Sales,"Senior Staff",101604,15.94,"Veteran (15+ yrs)"
14427,Duangkaew,Percebois,F,1986-08-23,Finance,"Senior Staff",70918,15.94,"Veteran (15+ yrs)"
16589,Shaibal,Koblick,M,1986-08-22,Production,"Senior Engineer",57886,15.94,"Veteran (15+ yrs)"
16871,Munir,Stiles,M,1986-08-23,Production,"Senior Engineer",96354,15.94,"Veteran (15+ yrs)"
16880,Honesty,Bresenham,M,1986-08-24,Production,"Technique Leader",66927,15.94,"Veteran (15+ yrs)"
18076,Mari,Baranowski,M,1986-08-22,Production,"Senior Engineer",92594,15.94,"Veteran (15+ yrs)"
10003,Parto,Bamford,M,1986-08-28,Production,"Senior Engineer",43311,15.93,"Veteran (15+ yrs)"
10312,Rasiah,Deyuan,F,1986-08-28,Production,"Senior Engineer",91499,15.93,"Veteran (15+ yrs)"
11353,Utpal,Berztiss,M,1986-08-25,Sales,"Senior Staff",77563,15.93,"Veteran (15+ yrs)"
11449,Kotesh,Asser,M,1986-08-27,Production,"Senior Engineer",76176,15.93,"Veteran (15+ yrs)"
11857,Divier,Farrag,F,1986-08-27,Sales,"Senior Staff",133910,15.93,"Veteran (15+ yrs)"
12993,Subhash,Sessa,F,1986-08-25,Sales,"Senior Staff",98203,15.93,"Veteran (15+ yrs)"
13300,Mountaz,Denis,M,1986-08-28,Marketing,"Senior Staff",55796,15.93,"Veteran (15+ yrs)"
14474,Taiji,Ferretti,F,1986-08-25,Production,"Senior Staff",62382,15.93,"Veteran (15+ yrs)"
14953,Chinya,Wallrath,M,1986-08-25,"Quality Management","Senior Engineer",87876,15.93,"Veteran (15+ yrs)"
