emp_no,first_name,last_name,gender,title,from_date,to_date,years_in_title,title_sequence
16437,Val,Nyrup,M,"Senior Staff",1996-03-30,9999-01-01,6.34,2
16438,Abdulla,Demeyer,M,Engineer,1991-04-09,1996-04-08,5.0,1
16438,Abdulla,Demeyer,M,"Senior Engineer",1996-04-08,9999-01-01,6.31,2
16439,Gao,Hainaut,M,Engineer,1997-06-15,1999-03-30,1.79,1
16440,Bingning,Sifakis,F,"Technique Leader",1996-08-13,9999-01-01,5.97,1
16441,Amabile,Schaaf,F,"Senior Staff",1999-01-03,9999-01-01,3.58,1
16442,Leszek,Grabner,M,Engineer,1993-09-24,2000-09-24,7.0,1
16442,Leszek,Grabner,M,"Senior Engineer",2000-09-24,9999-01-01,1.85,2
16443,Yishay,Spelt,M,Staff,1993-01-10,1993-12-25,0.96,1
16444,Khatoun,Tomescu,F,"Senior Staff",1993-10-21,9999-01-01,8.78,1
16445,Tua,Ranai,F,"Assistant Engineer",1991-03-10,1996-03-09,5.0,1
16445,Tua,Ranai,F,Engineer,1996-03-09,2001-03-09,5.0,2
16445,Tua,Ranai,F,"Senior Engineer",2001-03-09,9999-01-01,1.4,3
16446,Jouko,Chinin,M,Staff,1987-07-06,1992-07-05,5.0,1
16446,Jouko,Chinin,M,"Senior Staff",1992-07-05,9999-01-01,10.07,2
16447,Zhiguo,Savasere,F,Engineer,1992-04-18,1999-04-19,7.0,1
16447,Zhiguo,Savasere,F,"Senior Engineer",1999-04-19,9999-01-01,3.29,2
16448,Tsvetan,Zwicker,M,Engineer,1992-04-25,1999-04-26,7.0,1
16448,Tsvetan,Zwicker,M,"Senior Engineer",1999-04-26,9999-01-01,3.27,2
16449,Tzu,Chiola,M,Engineer,1997-07-11,9999-01-01,5.06,1
16450,Sanjoy,Ligten,M,"Senior Engineer",1985-07-09,1989-05-25,3.88,1
16451,Domenick,Maierhofer,F,Staff,1985-05-27,1991-05-27,6.0,1
16451,Domenick,Maierhofer,F,"Senior Staff",1991-05-27,9999-01-01,11.18,2
16452,Weiye,Tsukune,M,Engineer,1995-11-29,2000-11-28,5.0,1
16452,Weiye,Tsukune,M,"Senior Engineer",2000-11-28,9999-01-01,1.67,2
16453,Goncalo,Basart,M,Staff,1986-12-16,1994-12-16,8.0,1
16453,Goncalo,Basart,M,"Senior Staff",1994-12-16,9999-01-01,7.62,2
16454,Lucian,Gente,M,Engineer,1998-06-19,9999-01-01,4.12,1
16455,Otmar,Itzigehl,M,"Senior Staff",1999-02-02,9999-01-01,3.49,1
16456,Nigel,Murtagh,F,Engineer,1985-10-31,1991-10-31,6.0,1
16456,Nigel,Murtagh,F,"Senior Engineer",1991-10-31,1994-12-01,3.09,2
16457,Gudjon,DiGiano,F,Engineer,1994-12-11,1999-12-11,5.0,1
16457,Gudjon,DiGiano,F,"Senior Engineer",1999-12-11,9999-01-01,2.64,2
16458,Lubomir,Ulupinar,F,Staff,1994-12-17,1999-12-17,5.0,1
16458,Lubomir,Ulupinar,F,"Senior Staff",1999-12-17,9999-01-01,2.62,2
16459,Parto,Godskesen,M,Staff,1999-01-01,9999-01-01,3.58,1
16460,Shin,Cherinka,M,Engineer,1987-03-15,1992-03-14,5.0,1
16460,Shin,Cherinka,M,"Senior Engineer",1992-03-14,9999-01-01,10.38,2
16461,Remmert,Schahn,M,Staff,1986-09-06,1994-09-06,8.0,1
16461,Remmert,Schahn,M,"Senior Staff",1994-09-06,9999-01-01,7.9,2
16462,Marc,Kamble,M,Staff,1985-05-16,1993-05-16,8.0,1
16462,Marc,Kamble,M,"Senior Staff",1993-05-16,9999-01-01,9.21,2
16463,Fuqing,Denna,M,"Senior Staff",2000-01-14,2002-02-03,2.06,1
16464,Xudong,Compeau,M,Engineer,1997-01-20,9999-01-01,5.53,1
16465,Shuji,Yoshizawa,M,"Assistant Engineer",1992-01-03,2000-01-03,8.0,1
16465,Shuji,Yoshizawa,M,Engineer,2000-01-03,9999-01-01,2.58,2
16466,Atreye,Parveen,M,Engineer,1997-03-28,2002-03-28,5.0,1
16466,Atreye,Parveen,M,"Senior Engineer",2002-03-28,9999-01-01,0.34,2
16467,Reinhold,Docker,F,"Assistant Engineer",1993-11-26,2000-11-26,7.0,1
16467,Reinhold,Docker,F,Engineer,2000-11-26,9999-01-01,1.68,2
16468,Adel,Thiran,F,Engineer,1990-09-15,1997-09-15,7.0,1
16468,Adel,Thiran,F,"Senior Engineer",1997-09-15,9999-01-01,4.88,2
16469,Arto,Luan,F,Engineer,1998-03-06,1998-07-21,0.38,1
16470,Poornachandra,Plesums,F,Engineer,1985-10-15,1992-10-15,7.0,1
16470,Poornachandra,Plesums,F,"Senior Engineer",1992-10-15,9999-01-01,9.79,2
16471,Bogdan,Birta,M,Staff,1999-08-03,9999-01-01,3.0,1
16472,Dekang,Uhrik,M,"Senior Engineer",1991-06-21,9999-01-01,11.11,1
16473,Spyrose,Setlzner,F,"Senior Staff",1990-01-27,1992-10-05,2.69,1
16474,Gina,Krogh,M,"Senior Staff",1992-07-26,9999-01-01,10.02,1
16475,JiYoung,Schieder,F,Staff,1991-06-01,1993-07-10,2.11,1
16476,Mitsuyuki,Huttel,F,"Technique Leader",1988-04-22,9999-01-01,14.28,1
16477,Percy,Lamparter,F,Staff,1995-12-07,2000-12-06,5.0,1
16477,Percy,Lamparter,F,"Senior Staff",2000-12-06,9999-01-01,1.65,2
16478,Bedir,Wroclawski,F,Staff,1988-09-27,1994-09-27,6.0,1
16478,Bedir,Wroclawski,F,"Senior Staff",1994-09-27,1998-09-11,3.96,2
16479,Jixiang,Eiter,M,Staff,1986-04-14,1992-04-13,6.0,1
16479,Jixiang,Eiter,M,"Senior Staff",1992-04-13,9999-01-01,10.3,2
16480,Patricio,Tramer,M,Staff,1992-01-20,2001-01-19,9.0,1
16480,Patricio,Tramer,M,"Senior Staff",2001-01-19,9999-01-01,1.53,2
16481,Tadahiko,Rothe,M,Staff,1995-06-25,2000-06-24,5.0,1
16481,Tadahiko,Rothe,M,"Senior Staff",2000-06-24,9999-01-01,2.1,2
16482,Dinkar,Pettit,M,"Senior Staff",1996-11-04,9999-01-01,5.74,1
16483,Kwangyoen,Karlin,M,Engineer,1986-01-01,1993-01-01,7.0,1
16483,Kwangyoen,Karlin,M,"Senior Engineer",1993-01-01,1999-06-20,6.46,2
16484,Remko,Redmiles,M,Staff,1993-04-07,1998-04-07,5.0,1
16484,Remko,Redmiles,M,"Senior Staff",1998-04-07,9999-01-01,4.32,2
16485,Baruch,Klassen,M,"Senior Staff",1986-03-17,9999-01-01,16.38,1
16486,Sanjay,Perin,M,Staff,1986-03-18,1992-03-17,6.0,1
16486,Sanjay,Perin,M,"Senior Staff",1992-03-17,9999-01-01,10.37,2
16487,Arunas,Yemenis,M,Staff,1992-10-18,2001-10-18,9.0,1
16487,Arunas,Yemenis,M,"Senior Staff",2001-10-18,9999-01-01,0.79,2
16488,Charlene,Baca,M,Staff,1988-08-14,1993-08-14,5.0,1
16488,Charlene,Baca,M,"Senior Staff",1993-08-14,9999-01-01,8.96,2
16489,Junsik,Broder,F,Engineer,1987-06-30,1994-06-30,7.0,1
16489,Junsik,Broder,F,"Senior Engineer",1994-06-30,9999-01-01,8.09,2
16490,Muzhong,Thiria,M,"Senior Staff",1987-04-06,9999-01-01,15.32,1
16491,Emdad,Radwan,M,Staff,1995-10-04,2001-10-03,6.0,1
16491,Emdad,Radwan,M,"Senior Staff",2001-10-03,9999-01-01,0.83,2
16492,Genki,Lamparter,M,"Senior Engineer",1987-12-31,2000-08-29,12.66,1
16493,Rafols,Cooley,M,Staff,1986-08-20,1994-08-20,8.0,1
16493,Rafols,Cooley,M,"Senior Staff",1994-08-20,9999-01-01,7.95,2
16494,Bedir,Swen,M,Engineer,1999-02-17,9999-01-01,3.45,1
16495,Collette,Czaja,F,Staff,1998-05-25,1998-07-03,0.11,1
16496,Oscal,Kranzdorf,M,"Senior Staff",1991-02-14,1997-10-30,6.71,1
16497,Tzu,Lorin,F,Staff,2000-01-06,9999-01-01,2.57,1
16498,Perla,Douceur,F,Staff,1992-11-28,1997-11-28,5.0,1
16498,Perla,Douceur,F,"Senior Staff",1997-11-28,9999-01-01,4.67,2
16499,Aran,Legleitner,M,Engineer,1997-08-06,9999-01-01,4.99,1
16500,Elvis,Servieres,M,Staff,1985-07-15,1992-07-15,7.0,1
16500,Elvis,Servieres,M,"Senior Staff",1992-07-15,2000-09-10,8.16,2
16501,Fayez,Veldwijk,M,Staff,1997-04-13,9999-01-01,5.3,1
16502,Brigham,Honiden,M,Staff,1999-10-15,2001-05-18,1.59,1
16503,Sumali,Ramsay,M,Staff,1991-10-30,1996-10-29,5.0,1
16503,Sumali,Ramsay,M,"Senior Staff",1996-10-29,9999-01-01,5.75,2
16504,Mong,Cromarty,F,"Senior Engineer",1992-05-06,9999-01-01,10.24,1
16505,Tzvetan,Huttel,M,"Technique Leader",1990-12-28,9999-01-01,11.59,1
16506,Yuichiro,Lalonde,M,Staff,1999-02-20,2002-05-22,3.25,1
16507,Yongmao,Gecsel,M,Staff,1992-01-07,2000-01-07,8.0,1
16507,Yongmao,Gecsel,M,"Senior Staff",2000-01-07,9999-01-01,2.57,2
16508,Kwok,Haddadi,F,Staff,1996-11-27,2001-11-27,5.0,1
16508,Kwok,Haddadi,F,"Senior Staff",2001-11-27,9999-01-01,0.68,2
16509,Girolamo,Bain,F,Engineer,1999-01-16,2000-12-21,1.93,1
16510,Mototsugu,Vecchio,M,Staff,1986-04-06,1994-04-06,8.0,1
16510,Mototsugu,Vecchio,M,"Senior Staff",1994-04-06,9999-01-01,8.32,2
16511,Visit,McFarlin,M,Staff,1991-05-08,2000-05-07,9.0,1
16511,Visit,McFarlin,M,"Senior Staff",2000-05-07,9999-01-01,2.23,2
16512,Huei,Aloia,M,Staff,1998-12-17,2001-03-07,2.22,1
16513,Toney,Auria,F,"Senior Staff",1987-03-03,9999-01-01,15.41,1
16514,Przemyslawa,Luiz,F,Engineer,1998-03-07,9999-01-01,4.4,1
16515,Moss,Trelles,M,"Senior Staff",1996-01-12,9999-01-01,6.55,1
16516,Persi,Porenta,M,Staff,1990-05-20,1995-05-20,5.0,1
16516,Persi,Porenta,M,"Senior Staff",1995-05-20,9999-01-01,7.2,2
16517,Marko,Alpin,M,Staff,1988-11-20,1996-11-20,8.0,1
16517,Marko,Alpin,M,"Senior Staff",1996-11-20,9999-01-01,5.69,2
16518,Uma,Pepe,F,Engineer,1988-04-22,1995-04-23,7.0,1
16518,Uma,Pepe,F,"Senior Engineer",1995-04-23,9999-01-01,7.27,2
16519,Jeane,Denny,M,Engineer,1987-05-26,1992-05-25,5.0,1
16519,Jeane,Denny,M,"Senior Engineer",1992-05-25,9999-01-01,10.18,2
16520,Persi,Montresor,F,Engineer,1993-11-13,1994-10-22,0.94,1
16521,Vasilii,Kamble,F,Engineer,1990-08-24,1998-08-24,8.0,1
16521,Vasilii,Kamble,F,"Senior Engineer",1998-08-24,9999-01-01,3.94,2
16522,Jongsuk,Luks,F,Staff,1997-04-26,9999-01-01,5.26,1
16523,Reinhold,Rebaine,M,Staff,1991-08-21,1997-08-20,6.0,1
16523,Reinhold,Rebaine,M,"Senior Staff",1997-08-20,9999-01-01,4.95,2
16524,Ashish,Navazio,M,Staff,1992-04-10,1999-04-11,7.0,1
16524,Ashish,Navazio,M,"Senior Staff",1999-04-11,9999-01-01,3.31,2
16525,Zhaofang,Sridhar,M,"Technique Leader",1990-04-01,9999-01-01,12.33,1
16526,Saeko,Coorg,F,Engineer,1997-10-25,9999-01-01,4.77,1
16527,Saeko,Czaja,M,"Senior Staff",1987-03-04,9999-01-01,15.41,1
16528,Gaurav,Swick,F,"Assistant Engineer",1996-05-07,2001-05-07,5.0,1
16528,Gaurav,Swick,F,Engineer,2001-05-07,9999-01-01,1.23,2
16529,Heon,Staudhammer,M,Staff,1992-05-17,1994-05-03,1.96,1
16530,Martina,Ozeri,F,Staff,1994-08-18,9999-01-01,7.95,1
16531,Shounak,Ponthieu,M,Staff,1995-12-19,1996-06-17,0.5,1
16532,Foong,Jansen,M,"Technique Leader",1987-10-16,9999-01-01,14.79,1
16533,Sanjeeva,Bondorf,M,"Technique Leader",1995-08-20,9999-01-01,6.95,1
16534,Kwok,Prochazka,F,Staff,1985-10-07,1993-10-07,8.0,1
16534,Kwok,Prochazka,F,"Senior Staff",1993-10-07,9999-01-01,8.82,2
16535,Bluma,Bhattacharjee,F,Engineer,1999-01-11,9999-01-01,3.55,1
16536,Arvind,Meszaros,F,Engineer,1985-05-24,1994-05-24,9.0,1
16536,Arvind,Meszaros,F,"Senior Engineer",1994-05-24,1998-04-13,3.89,2
16537,Weidon,Seiwald,M,"Senior Engineer",1991-08-03,9999-01-01,11.0,1
16538,Radhakrishnan,Perng,F,Staff,1996-01-11,1997-03-23,1.2,1
16539,Gretta,Fetvedt,M,Engineer,1987-12-07,1993-12-06,6.0,1
16539,Gretta,Fetvedt,M,"Senior Engineer",1993-12-06,9999-01-01,8.65,2
16540,Zengping,Hashii,M,Staff,1989-02-01,1997-02-01,8.0,1
16540,Zengping,Hashii,M,"Senior Staff",1997-02-01,9999-01-01,5.49,2
16541,Xiaoshan,Morris,M,Staff,1997-04-01,9999-01-01,5.33,1
16542,Moti,Thisen,F,Staff,1991-04-12,1998-04-12,7.0,1
16542,Moti,Thisen,F,"Senior Staff",1998-04-12,9999-01-01,4.3,2
16543,Atreyi,Suessmith,M,"Assistant Engineer",1993-07-19,1998-07-19,5.0,1
16543,Atreyi,Suessmith,M,Engineer,1998-07-19,9999-01-01,4.04,2
16544,Xiaoshan,Schaap,M,Staff,1995-04-02,9999-01-01,7.33,1
16545,Aron,Herber,M,Engineer,1998-09-26,9999-01-01,3.85,1
16546,Sangeeta,Lanphier,M,Engineer,1986-03-16,1995-03-16,9.0,1
16546,Sangeeta,Lanphier,M,"Senior Engineer",1995-03-16,9999-01-01,7.38,2
16547,Qunsheng,Ladret,F,"Assistant Engineer",2000-01-06,2000-09-01,0.65,1
16548,Ortrun,Baak,M,Engineer,1996-07-23,2001-07-23,5.0,1
16548,Ortrun,Baak,M,"Senior Engineer",2001-07-23,9999-01-01,1.02,2
16549,Olivera,Thibadeau,M,Staff,1995-03-03,2000-03-02,5.0,1
16549,Olivera,Thibadeau,M,"Senior Staff",2000-03-02,9999-01-01,2.41,2
16550,Huican,Vilarrasa,F,Staff,1987-03-17,1994-03-17,7.0,1
16550,Huican,Vilarrasa,F,"Senior Staff",1994-03-17,1999-07-01,5.29,2
16551,Sadegh,Ranon,M,"Senior Engineer",1986-08-21,9999-01-01,15.95,1
16552,Susanna,Range,M,"Assistant Engineer",1991-02-03,2000-02-03,9.0,1
16552,Susanna,Range,M,Engineer,2000-02-03,9999-01-01,2.49,2
16553,Jianhao,Halevi,M,Staff,1988-06-22,1995-06-23,7.0,1
16553,Jianhao,Halevi,M,"Senior Staff",1995-06-23,9999-01-01,7.11,2
16554,Weicheng,Taubman,F,Engineer,1994-08-24,1999-08-24,5.0,1
16554,Weicheng,Taubman,F,"Senior Engineer",1999-08-24,9999-01-01,2.94,2
16555,Remmert,Matzen,M,"Senior Engineer",1997-07-20,9999-01-01,5.03,1
16556,Mostafa,Hiltgen,M,"Senior Engineer",1987-12-27,9999-01-01,14.6,1
16557,Fan,Majewski,M,"Senior Engineer",1996-05-15,2002-03-20,5.85,1
16558,Jiong,Eppinger,M,"Senior Staff",1995-05-17,9999-01-01,7.21,1
16559,Weijing,Kruskal,F,"Senior Engineer",1989-01-05,9999-01-01,13.57,1
16560,Mitchel,Oberman,F,Staff,1991-04-18,2000-04-17,9.0,1
16560,Mitchel,Oberman,F,"Senior Staff",2000-04-17,9999-01-01,2.29,2
16561,Zorica,Swan,F,Engineer,1997-10-06,9999-01-01,4.82,1
16562,Ayakannu,Lueh,M,Staff,1996-10-23,9999-01-01,5.77,1
16563,Kristine,Chinal,F,Engineer,1996-08-12,9999-01-01,5.97,1
16564,Xiaopeng,Rusterholz,M,Staff,1999-01-21,9999-01-01,3.53,1
16565,Petter,Ramsey,M,Engineer,1991-09-07,1992-06-06,0.75,1
16566,Jovan,Haraldson,M,"Technique Leader",1998-05-18,9999-01-01,4.21,1
16567,Hein,Senzako,M,"Senior Staff",1989-12-24,9999-01-01,12.6,1
16568,Rafols,Gulik,F,Staff,1991-09-28,2000-09-27,9.0,1
16568,Rafols,Gulik,F,"Senior Staff",2000-09-27,9999-01-01,1.84,2
16569,Henk,Cyre,M,"Senior Staff",1998-02-12,9999-01-01,4.47,1
16570,Uta,Matzen,F,Engineer,1994-03-25,2000-03-24,6.0,1
16570,Uta,Matzen,F,"Senior Engineer",2000-03-24,9999-01-01,2.35,2
16571,Francoise,Fiutem,M,Engineer,1990-05-25,1995-05-25,5.0,1
16571,Francoise,Fiutem,M,"Senior Engineer",1995-05-25,9999-01-01,7.19,2
16572,Matt,Aamodt,M,Engineer,1987-06-16,1993-06-15,6.0,1
16572,Matt,Aamodt,M,"Senior Engineer",1993-06-15,2000-11-20,7.43,2
16573,Uinam,Swick,M,"Senior Engineer",1991-06-13,9999-01-01,11.13,1
16574,Nevio,Penz,M,Staff,1993-08-05,2001-08-05,8.0,1
16574,Nevio,Penz,M,"Senior Staff",2001-08-05,9999-01-01,0.99,2
16575,Ashish,Rothe,M,Staff,1997-04-12,9999-01-01,5.3,1
16576,Zhensheng,Beidas,F,Engineer,1986-03-09,1992-03-08,6.0,1
16576,Zhensheng,Beidas,F,"Senior Engineer",1992-03-08,1992-04-19,0.11,2
16577,Lidong,McFarlan,M,"Senior Engineer",1999-07-23,9999-01-01,3.03,1
16578,Krassimir,Luef,M,Engineer,1990-12-30,1992-01-20,1.06,1
16579,Youssef,Rijckaert,M,Engineer,1992-08-22,1998-08-22,6.0,1
16579,Youssef,Rijckaert,M,"Senior Engineer",1998-08-22,9999-01-01,3.94,2
16580,Masaru,Valiente,F,"Senior Engineer",1986-06-20,9999-01-01,16.11,1
16581,Jolita,Perez,M,Staff,1994-06-09,2002-06-09,8.0,1
16581,Jolita,Perez,M,"Senior Staff",2002-06-09,9999-01-01,0.15,2
16582,Sanjiv,McFarlin,M,Staff,1998-10-03,9999-01-01,3.83,1
16583,Roddy,Mikschl,M,"Senior Staff",1993-06-25,9999-01-01,9.1,1
16584,Toney,Einsfeld,M,"Senior Staff",1990-07-06,9999-01-01,12.07,1
16585,Renny,Stentiford,F,"Senior Staff",1992-10-26,1995-10-25,3.0,1
16586,Uno,Peyn,M,Staff,1992-12-30,2001-12-30,9.0,1
16586,Uno,Peyn,M,"Senior Staff",2001-12-30,9999-01-01,0.59,2
16587,Gao,Yetto,M,Staff,1985-07-24,1991-07-24,6.0,1
16587,Gao,Yetto,M,"Senior Staff",1991-07-24,1992-07-08,0.96,2
16588,Persi,Rubsam,M,"Senior Staff",1992-10-17,9999-01-01,9.79,1
16589,Shaibal,Koblick,M,Engineer,1993-05-06,2000-05-06,7.0,1
16589,Shaibal,Koblick,M,"Senior Engineer",2000-05-06,9999-01-01,2.24,2
16590,Woody,Brodal,F,"Senior Staff",1987-04-23,9999-01-01,15.27,1
16591,Gregory,Pulkowski,F,"Senior Staff",1988-03-04,9999-01-01,14.41,1
16592,Sugwoo,Brookner,F,Engineer,1997-07-01,9999-01-01,5.08,1
16593,Tiina,Skafidas,F,"Technique Leader",1999-11-22,2002-03-15,2.31,1
16594,Kazuhira,Azulay,M,Staff,1994-11-02,2000-07-20,5.71,1
16595,Venkatesan,Oaver,F,Staff,1998-04-14,9999-01-01,4.3,1
16596,Valeri,Wrigley,M,Staff,1997-02-02,9999-01-01,5.49,1
16597,Youpyo,Horswill,F,Staff,1988-11-17,1996-11-17,8.0,1
16597,Youpyo,Horswill,F,"Senior Staff",1996-11-17,9999-01-01,5.7,2
16598,Sivanarayana,Hiltgen,M,"Senior Engineer",1990-05-13,9999-01-01,12.22,1
16599,Eckart,Asmuth,M,"Assistant Engineer",1988-11-30,1994-11-30,6.0,1
16599,Eckart,Asmuth,M,Engineer,1994-11-30,2000-11-29,6.0,2
16599,Eckart,Asmuth,M,"Senior Engineer",2000-11-29,9999-01-01,1.67,3
16600,Vitali,Reinhard,M,Staff,1987-05-26,1994-05-26,7.0,1
16600,Vitali,Reinhard,M,"Senior Staff",1994-05-26,9999-01-01,8.18,2
16601,Margo,Anily,F,"Senior Engineer",1996-11-14,1999-10-17,2.92,1
16602,Zorica,Hinsberger,M,Staff,1998-04-07,9999-01-01,4.32,1
16603,Adil,Wegerle,F,Engineer,1990-10-03,1995-10-03,5.0,1
16603,Adil,Wegerle,F,"Senior Engineer",1995-10-03,9999-01-01,6.83,2
16604,Zhenhua,Rothe,F,Engineer,1999-05-08,9999-01-01,3.23,1
16605,Anestis,Taneja,M,"Senior Staff",1988-04-12,9999-01-01,14.3,1
16606,Eirik,Erev,M,Staff,1990-12-18,1996-12-17,6.0,1
16606,Eirik,Erev,M,"Senior Staff",1996-12-17,9999-01-01,5.62,2
16607,Vishwani,Honglei,F,Staff,1987-09-18,1993-09-17,6.0,1
16607,Vishwani,Honglei,F,"Senior Staff",1993-09-17,9999-01-01,8.87,2
16608,Boguslaw,Greibach,M,Engineer,1988-05-24,1988-08-26,0.26,1
16609,Boriana,Ventosa,M,Staff,1986-10-10,1993-10-10,7.0,1
16609,Boriana,Ventosa,M,"Senior Staff",1993-10-10,9999-01-01,8.81,2
16610,Geoffry,Holburn,M,Staff,1989-08-02,1997-08-02,8.0,1
16610,Geoffry,Holburn,M,"Senior Staff",1997-08-02,9999-01-01,5.0,2
16611,Yucai,Litzler,M,Engineer,1986-08-26,1993-08-26,7.0,1
16611,Yucai,Litzler,M,"Senior Engineer",1993-08-26,9999-01-01,8.93,2
16612,Zhenhua,Rullman,M,Engineer,1990-03-03,1997-03-03,7.0,1
16612,Zhenhua,Rullman,M,"Senior Engineer",1997-03-03,9999-01-01,5.41,2
16613,Dines,Oxenboll,F,Staff,1997-10-18,9999-01-01,4.79,1
16614,Baruch,Ghazalie,M,Engineer,1989-12-26,1997-12-26,8.0,1
16614,Baruch,Ghazalie,M,"Senior Engineer",1997-12-26,9999-01-01,4.6,2
16615,Babette,Jayawardene,F,Staff,1988-06-25,1992-06-22,3.99,1
16616,Danai,Staelin,M,"Senior Engineer",1989-10-28,9999-01-01,12.76,1
16617,Aluzio,Noriega,F,"Senior Engineer",1993-10-02,9999-01-01,8.83,1
16618,Sadun,Hebert,M,Staff,1987-05-17,1996-05-16,9.0,1
16618,Sadun,Hebert,M,"Senior Staff",1996-05-16,9999-01-01,6.21,2
16619,Arvind,Boguraev,F,Engineer,1987-09-20,1993-09-19,6.0,1
16619,Arvind,Boguraev,F,"Senior Engineer",1993-09-19,9999-01-01,8.87,2
16620,Arco,Basagni,M,Staff,1987-07-22,1992-07-21,5.0,1
16620,Arco,Basagni,M,"Senior Staff",1992-07-21,9999-01-01,10.03,2
16621,Parviz,Strehl,M,Engineer,1992-06-11,1999-06-12,7.0,1
16621,Parviz,Strehl,M,"Senior Engineer",1999-06-12,9999-01-01,3.14,2
16622,Yifei,Herbst,F,Staff,1996-11-21,9999-01-01,5.69,1
16623,Stepehn,Boudaillier,F,Staff,1999-10-13,9999-01-01,2.8,1
16624,Tiina,Strandh,M,"Senior Staff",1994-09-13,1998-06-18,3.76,1
16625,Pranav,Mitzlaff,M,Engineer,1993-11-24,1998-11-24,5.0,1
16625,Pranav,Mitzlaff,M,"Senior Engineer",1998-11-24,9999-01-01,3.69,2
16626,Van,Otillio,M,Staff,1990-06-21,1997-06-21,7.0,1
16626,Van,Otillio,M,"Senior Staff",1997-06-21,9999-01-01,5.11,2
16627,Hongzhu,Nyanchama,M,Engineer,1985-08-16,1993-08-16,8.0,1
16627,Hongzhu,Nyanchama,M,"Senior Engineer",1993-08-16,9999-01-01,8.96,2
16628,Sumali,Nollmann,F,Engineer,1997-09-23,9999-01-01,4.85,1
16629,Masaki,Papastamatiou,M,"Technique Leader",2000-01-18,9999-01-01,2.54,1
16630,Hilari,Castellani,M,Engineer,1987-03-05,1993-03-04,6.0,1
16630,Hilari,Castellani,M,"Senior Engineer",1993-03-04,9999-01-01,9.41,2
16631,Paddy,Kropf,M,Engineer,1995-09-27,1997-07-17,1.8,1
16632,Bartek,Petereit,M,"Senior Engineer",1991-11-17,9999-01-01,10.7,1
16633,Baoqiu,Erie,M,Staff,1996-07-05,9999-01-01,6.07,1
16634,Parviz,Peroz,F,Staff,1990-01-18,1997-01-18,7.0,1
16634,Parviz,Peroz,F,"Senior Staff",1997-01-18,9999-01-01,5.53,2
16635,Alselm,Zyda,M,Engineer,1986-02-28,1992-02-28,6.0,1
16635,Alselm,Zyda,M,"Senior Engineer",1992-02-28,1997-06-01,5.26,2
16636,Ulf,Luan,F,Engineer,1997-03-14,9999-01-01,5.38,1
16637,Mana,Mattern,F,"Senior Engineer",1990-06-13,2000-10-19,10.35,1
16638,Masanao,Rouquie,F,Staff,1992-03-05,2000-03-05,8.0,1
16638,Masanao,Rouquie,F,"Senior Staff",2000-03-05,9999-01-01,2.41,2
16639,Zhiguo,Melter,F,"Technique Leader",1986-12-16,9999-01-01,15.62,1
16640,Rafael,Liesche,F,Staff,1991-12-13,1999-12-13,8.0,1
16640,Rafael,Liesche,F,"Senior Staff",1999-12-13,9999-01-01,2.63,2
16641,Yurii,Driscoll,M,"Senior Staff",1998-07-27,2001-04-28,2.75,1
16642,Zhaofang,Hiroyama,M,"Senior Staff",1988-04-07,9999-01-01,14.32,1
16643,Seshu,Picht,M,Staff,1994-06-24,2000-06-23,6.0,1
16643,Seshu,Picht,M,"Senior Staff",2000-06-23,9999-01-01,2.11,2
16644,Saniya,Yoshimura,M,Engineer,1991-12-13,1997-12-12,6.0,1
16644,Saniya,Yoshimura,M,"Senior Engineer",1997-12-12,9999-01-01,4.64,2
16645,Jordanka,Babb,M,Staff,1999-05-01,9999-01-01,3.25,1
16646,Martina,Miake,M,Engineer,1995-08-19,9999-01-01,6.95,1
16647,Zhiwei,Gadepally,F,Staff,1986-11-24,1993-11-24,7.0,1
16647,Zhiwei,Gadepally,F,"Senior Staff",1993-11-24,9999-01-01,8.68,2
16648,Heather,Kropatsch,M,Staff,1989-09-17,1998-09-17,9.0,1
16648,Heather,Kropatsch,M,"Senior Staff",1998-09-17,9999-01-01,3.87,2
16649,Mana,Kakkar,M,"Technique Leader",1988-10-21,9999-01-01,13.78,1
16650,Khun,Thisen,F,Staff,1999-10-06,2002-03-17,2.44,1
16651,Huiqun,Marrakchi,F,Staff,1988-08-25,1995-08-26,7.0,1
16651,Huiqun,Marrakchi,F,"Senior Staff",1995-08-26,9999-01-01,6.93,2
16652,Ennio,Pargas,F,Staff,1988-07-17,1995-07-18,7.0,1
16652,Ennio,Pargas,F,"Senior Staff",1995-07-18,9999-01-01,7.04,2
16653,Gita,Azulay,M,Staff,1990-01-24,1998-01-24,8.0,1
16653,Gita,Azulay,M,"Senior Staff",1998-01-24,9999-01-01,4.52,2
16654,Arnd,Fargier,M,"Senior Staff",1990-02-20,9999-01-01,12.44,1
16655,Teunis,Hartvigsen,F,Engineer,1992-11-30,1997-11-30,5.0,1
16655,Teunis,Hartvigsen,F,"Senior Engineer",1997-11-30,9999-01-01,4.67,2
16656,Phillip,Rodite,F,Staff,1989-10-07,1994-10-07,5.0,1
16656,Phillip,Rodite,F,"Senior Staff",1994-10-07,1995-07-16,0.77,2
16657,Yongdong,Heyers,M,Engineer,1986-07-12,1992-07-11,6.0,1
16657,Yongdong,Heyers,M,"Senior Engineer",1992-07-11,9999-01-01,10.06,2
16658,Florian,Soicher,M,Staff,1986-01-18,1993-01-18,7.0,1
16658,Florian,Soicher,M,"Senior Staff",1993-01-18,9999-01-01,9.53,2
